formula,target
Au1K1O8S2,1.5442
Bi1Ca1Li1,0.5572
Er3Ga5O12,3.4546
Ag1Ca1Sb1,0.095
Cl6Na3Y1,4.9269
Cl7H15N6Ta2,2.3085
Al1B1Li2O4,4.8441
Ba3Cu1O9Ru2,0.9031
O10P2Pb2U1,2.7457
Ce1O8Se2,1.742
Br2F10Ge1,2.8416
Ge1Na1O4Y1,1.5619
Br6Rb2Sn1,1.1372
C4H1O4Rb1,2.704
C1Cl1N1O2S2,2.6942
Ca2O8Se3,3.4324
Cs1Cu1F4,1.8165
Ba1O4Se1,3.6919
Cu1O4S1,1.1982
Ca3H2Sn1,0.1418
Hg1O8P2Pd2,1.6481
Mo4Na5O16Tb1,3.8274
Eu1F1O1,0.2043
Mo1Na2O12Te4,2.5177
Be1F4Rb2,6.6511
Cd2I1P3,1.1359
Au1F6Li1,2.104
Ca1Li1O4P1,5.0507
O14Rb3V5,2.2216
Er2Se4Sr1,1.4335
Co1Rb2S2,2.1535
Ce5O16Zr3,2.3895
Ag1Cl1O3,3.3003
B1Ca1H1O3,4.9367
C2F3Li1N4Pr2,3.2129
Ba4Sb4Se11,1.0963
As2Ru1,0.4795
Ca1H1Na1O4Si1,4.5049
H5K1O8P2,5.6103
Cl5Fe1H2K2O1,2.1667
Hg3Rb2S8Sn2,1.5592
Bi2Cl1O4Yb1,0.1083
Cs2F6K1Mo1,3.2826
Ba1Cu1O10Si4,2.3643
Cr2O6W1,1.3301
Cs2N12Sr1,3.9941
Co1O6Sb2,0.8757
Br1H1O1Sr1,4.3147
S4Tl4Zr1,1.5037
H2O4S1,6.0201
Al1F6H18N6Ru1,4.3818
Hg1Na2O2,1.6599
Cl10K4O1Re2,0.8194
Cl3Cs1Sn1,0.9854
H14Ni1O11S1,2.5647
F3Ru1,0.6959
Ag1Cr1Se2,1.5625
Cd1Mo1O6Te1,3.1205
F4K1Mo1Na1O2,1.8448
Cr3Li9O29P8,3.0576
F7Mn1Tl1Zr1,4.8116
Cu1O6Sr2Te1,1.2749
Ba4Ga2S8,1.8979
Fe2Mg1O4,0.7408
F6Hg2Ni2S1,1.7934
Cs1Sb1,0.5526
Br3Cu1Rb2,2.4193
Ag1F1H12N4,3.4777
Be1H8O8S1,5.4534
Cl3Cu1K1,1.1407
Cu3H2Mo2O10,0.8654
Al1I7Te1,1.868
C2N3Rb1,4.1578
Lu2O7V2,0.8849
H7N1O6,3.5736
Cs1H4Li1O5S1,4.5041
Ga3K1,0.1667
C1Cl4N1O1Sb1,2.1563
Cl4I1K1,2.3007
Ca1F4Pd1,2.2216
H2Hg2O11Se2Zn2,1.6399
H2Li2O5Se1,3.9959
O23Rb6Si10,4.0259
C8Cl18H24N2Nb6,0.7153
H1Li1S1,3.5416
Cd2H8N16,3.3176
Ba1Co1Dy2O5,2.7807
C6Cd1Cs2Fe1N6,4.6859
F1Gd1S1,1.0746
In1K1O7P2,3.9817
Ba3O20Si4Te1Zn6,3.244
Ba1N6,3.8027
Dy2S4Zn1,2.3982
Cr1O4W1,0.7723
B6Ba2Mn1O12,4.0913
Cu1Na1Te3Zr1,0.0718
Er2O7V2,0.8635
C4Cl1H12N1O4,5.4277
Ba1Cd0.333O3Ta0.667,3.6033
H2Mn3O10Se3,2.8109
As1H1O5Pb1Zn1,3.3683
Cu1Hf2Na1Se5,0.5599
Bi2Cl1O4Pr1,1.2897
K5Te3,0.2099
H2O4U1,2.9133
As2Ca2Cd1,0.7214
O4Se1Tl2,3.2424
Ba2Ge2O8Ti1,3.6586
F6Mo1Na1Rb2,3.4893
Cd1Cl3K1,3.579
Al2O12Si3Sr3,4.4379
H2Na3O6Os1,1.1903
H24Ni1O24P2U2,2.7214
Be3F12K2Zn2,6.5599
K4O3Zn1,1.8656
O3Rb2Sn2,1.2824
Ga2Mg1S4,2.0185
Co1H1O5P1Zn1,3.7025
Li1O5V2,0.4016
Ga1O6Y3,3.7068
Eu2Ge1Se4,1.1479
Se4Si1Tl4,1.4379
Gd1O9P3,5.4341
B1I3,2.6885
Br2Ga6Na8O24Si6,4.093999999999999
S3Sn2,0.6513
Cu1Er1Pb1Se3,1.3374
Eu1N2O2Si2,2.31
Ag1Nb1Rb2Se4,1.1704
Al2F16Sr5,6.9324
C10O10Re2,2.7060000000000004
Co1S17U8,0.7272
Be1Ge1Na2O4,3.6561
Cl2Hg3O2,0.2432
Ru1Sb1Te1,0.625
Al1Bi2Br1Cl4Te2,0.9446
As1Li1Mo2O9,2.4898
Au2C10Cl8S8,0.2141
Cu2S3Si1,1.5881
K1O7P2V1,1.751
Li2O6Sn1Te1,1.8603
Ba1Fe2Se3,0.9067
N1O1Se2Tb3,2.0748
Cs2Te5,0.3231
Br1Cu1Hg1S1,0.7317
In2Sb6Sr5,0.0623
H1O4P1Sn1,3.3813
Na2O3S1,4.9314
Cd3Cl7H8K1O4,3.5157
As1Li1S2,1.0546
Hf1S5Tb2,1.1752
Mo2O12Y5,0.2946
Cs1F6O18S6Sb1,2.5857
S2Si1,3.0329
Ge1Na1O5Ta1,3.4204
Ca4Nb2O9,3.5131
As1F10H2Tl1,2.0047
Mg1Na2O4Si1,3.786
Fe5Nd3O12,1.7411
K2Mn1O4,0.473
C2Gd1K1O6,4.0778
O3Si1Sr1,4.6146
C2Cu1H4N2O2S2,0.7463
Al1Na1O2,3.8214
B1Cl2H4K1Zn1,5.0041
C4N3Na1,3.5477
La1O9Ta3,2.9698
Cl1Pr1Te1,0.4313
C3F9H18La1O18S3,6.0187
Na2Se3Sn1,1.178
Be2K4O4,1.1387
H4N2O3,3.2845
Ba2Cu2S5U1,0.9163
Cl2O6Pb2Pd1Te2,1.9383
C4Co1K1O4,3.9054
K2Mg2O7Si2,4.9641
K4Pd2Se20,1.1302
K2Mo1O6Se1,3.4168
C10Cu2H18N2O10,0.5043
B1C4Li1O8,3.3092
B2Ca1Li4O6,4.7387
S4Sn1Tl4,1.4743
Pt3Se8Ta2,0.7767
K4Sn9,1.1019
F2O1Pb2,0.8934
Ag3N1O3Se1,0.6065
Ba2Cl1H3,2.0925
H2K2Mn3O10V2,2.4302
C2K1O6Yb1,0.1617
Br4Th1,3.0472
C2Cl8N1Nb1,2.514
As3Hf1Na5,0.7147
Er1F5K2,5.7778
H2Ni1O5S1,3.5113
Cu3F4H2O2,1.6403
Ge4K2O9,2.9395
Ba1C2F2O6Pb2,4.0591
H1O10P3Pr1Rb1,4.5654
Cu2H12N8O10,0.5146
Ge1Se2,1.4427
Mg1Se2,1.6364
Ba1F1I1,4.0153
Rb2S4W1,2.0944
Fe2O12S3,2.1533
Ba4Li1Nb3O12,2.787
Br6Pb2Pd1,1.7329
Fe1Na3O12S3,1.9342
As1Cu1O4Tl2,1.777
Br2Sr1,4.3180000000000005
C1N2Pb1,1.7016
Br4Os1,0.2871
Al1Cl4Cu1,3.164
C2Sr1,1.6312
In3O12Sb5,2.408
B1Ce1O3,4.3874
B4Ga3Nd1O12,3.5924
Br1H2Li1O5,0.0569
Ca3O6Te1,1.7385
Ge2K2O7Pb2,3.1528
As2In1K2Li1,0.6511
Hf1Se3Tl2,0.6529
K3O14Sb5,1.2052
K4P2Se6,1.8868
Pt1Yb1,0.0101
Au3C6H6La1N6O3,2.7155
Na1O2Ru1,1.0443
K1Nd1O8S2,3.4729
Cr2Hg1S4,0.4267
Au1Cl1F3P1,3.7832
Ni1O6U2,2.7918
H1I1Li2O1,4.3277
O9P3Pr1,3.9855
Be1Cl2H8O4,5.3322
B2Ca1O4,6.0643
Al2K2Sb3,0.9474
I3O9Y1,3.5341
Fe1K1O2,1.5221
La2O2Te1,1.9087
Cu4Dy4K2Se9,0.9206
K2S3,1.2573
Al20B4O36,4.9411
Cl4Ga2H2,4.8179
As1La1O1Zn1,0.8035
S3Ti1,0.6993
Fe1Na3O8P2,2.2665
O4Si1Sr2,3.9342
Er1O14P5,5.4563
C2Mg1Na2O6,4.3983
Gd1H2I3O10,3.5665
F5Fe2H4O2,0.8794
Ge4K6Nb6O26,2.6203
Cr4Cu1In1Se8,0.1
F3Ho1,7.7361
Cl2H12N4O8Zn1,4.4466
Ag3Au1Se2,0.4228
Fe1H6Mg2,3.2485
Na2Re3S6,1.4551
K1O12P3Th2,5.038
Br1Cu1P4S3,1.8792
C3Ca2Na2O9,4.785
Mg1Se17U8,0.7477
Ho4O7S3Si2,2.6247
C4O4Rb2,2.6721
Ag1Dy1S2,1.4265
Ce2Ge3O9,2.4641
As1Se3Tl3,0.7588
H7N3Na2O8P3Tl1,4.4510000000000005
I4O12Zn2,3.2698
C6Fe1H4N6,4.5111
As2Hg1O6,0.7446
B2Co3O6,3.1551
K2S3Te1,2.3082
Ag1N1O2,1.9892
B2Ca2O5,4.7467
Co3O6Te1,1.3973
Mn1O4P1,0.3261
Ag2Ge1S3,0.9904
C6H16N6O6,3.0167
Cl9In7,2.2329
Ba1S3Sn2,1.2592
H3La1O3,3.6173
Au1F11U2,1.3006
Cl6Cs2In1Li1,3.3181
Ce1Os4P12,0.3336
As1Ba1O6V1,2.6658
Li1Mg1O4P1,5.4354
Ca1Ge1Li2O4,4.0553
Ca4O8Ru2,0.9857
Mg1Nb2O6,3.6942
Bi2O6U1,2.0174
Hg1O3Se1,2.4812
Ca1Na1O4V1,3.6752
F8Li1Na1Yb2,1.1559
Cs1F5Pd1Rb2,2.9475
Fe8Rb24S24,1.3495
Ga2S4Sr1,2.7178
Mg1O2,3.7333
As3La1Zn3,0.0186
Bi2O7Pt2,1.0682
F4H2K1Mn1O1,1.7396
Ce1O3Sr1,2.9309
Au1F4Li1,2.597
As2F16Mg1Xe2,2.9651
Cd3O5Si1,1.1058
Ba1Ga1Ge1H1,0.0915
C2H8N6O7,2.3745
La4O7S3Si2,2.6271
Ga1Li1Te2,1.6449
Au2Br11Cs3,1.0883
Ca1Nb2O4,1.3227
C6Co1Er1N6,4.7845
Fe1Se0.875,0.1825
Cs1La1Nb2O7,1.8248
C2H6Mn1O6,3.8983
Cl3N1Se2,1.4067
Cl5Pr1Rb2,4.0185
Ag3As1O4,0.4311
Bi6Cr2O15,2.3493
Ba3O9Ru2Zn1,1.0376
S4V1,0.9547
Cs2Mn1Se2,1.9771
B2Gd2Ge1O8,4.4294
Al2As3K3,1.1933
Al1H1Li1O5P1,0.0241
Cl2O6,1.1919
Be3O4Sr1,4.127
Cr1O6Ta2,2.3571
Eu2O3,0.3961
I1La3S8Si2,2.6722
K2Te2Zn1,2.2178
Cu1O3Si1,1.6845
Ho1Na1S2,2.3109
Ba3S8Ta2,0.8104
F6Na2Si1,6.9888
C4H6Hg1N4O2,3.8718
Sb3Sr5,0.3927
Cl1Cu1,1.0221
Ag1Cu1S1,0.4702
Er2O4S1Si1,2.8099
Ca2Cl1O4V1,3.4466
C8Ge4H24Mn1N2S10,2.4992
Na3O1P1S3,2.8719
Al2Ba1S4,3.6494
As4Ca3In2,0.2153
Cl12O2S2Ti2,2.9037
Cr1S1,2.1008
Na2Te2,0.4921
Fe1K2Li3O4,2.9664
F4K1Tl1,2.3097
Cu1F4Sr1,2.7510000000000003
Au1C4H12Na1O12S4,2.0862
Cu1La3Se7Sn1,1.163
H3K1Si1,2.5037
Cs2H8O10Sb2,3.234
O12P3Rb1Th2,5.0003
Br4In2,2.3423
B4Tb1W1,0.2635
P2Ru2Th1,0.2294
B12F12K2,2.6283
F2H1Rb1,6.6766
Ca1P1,0.3378
C2H4Mn1O6,2.7488
In4P8Rb12,0.478
Cs1S6Sb1,2.0816
As4Th3,0.0925
As2C1Cl4H2,3.4128
Pd1S1,0.2778
Br10W4,0.9902
O4Pb2Pt1,0.6811
Ca1Na2O7P2,4.9524
K2Pt1Se2,1.2836
Cs2I3Li1,3.8253
K1Te2Y1,1.3094
Mo1Na1O8P2,2.595
Eu1I2,3.0917
Bi2In4S9,1.6633
B1C4Cr1F5H6N2,2.9821
Ba1S3Zr1,1.0191
N2O5,0.6579
Cs1O4Re1,4.2228
Cu1Ge1Nd3S7,1.7815
Cl11Cs1Hg5,2.733
F1H1Hg1O3Te1,2.9188
Cu1O8Tb1W2,1.7389
Ag1Na1O1,1.3073
F2Fe2H1O3P1,3.3234
Ge1Na4O4,2.8157
K1Mo1O6P1,2.7074
Ca2H1Na1O9Si3,4.8515
Br4C8O8W2,1.8956
Ge2Rb2S5,2.3646
As2Mn1S5Tl2,1.577
Mn2Se4Si1,1.121
Ru1Si2,0.4152
O7Pr2Sn2,2.1716
Al5Na1O12Ti2,3.0864
In1O4P1,2.8757
Rb4Sb4,0.7043
Br6Pd1Rb2,0.5408
B4Ba2O11Sc2,3.7117
Ag2O6P1V1,2.1849
Cl1Cu1H3N1,2.3612
Ba2Cl1Co2F7,3.938
As2Cd1O6,1.9918
Cs2Te1,1.7636
Br1K3Mo2O7,2.9904
Ca2Fe1H8O12P2,3.9734
Na5Nb1O5,2.6118
F21Sb4Xe2,0.9141
Eu1F4Mg1,2.7069
I9Re3,0.8684
Bi1K3,0.1788
O9Rb6Te2,0.8625
Ag1O3Sb1,0.6067
C6Cl6H20N2Te1,3.1529
C4N6Ni1,3.0263
C1F5H7N4Zr1,4.3024
Ag2Ba1Ge1Se4,0.3686
Bi1Ca1O5V1,3.232
I3Ti1,1.9703
Cu3Er2Rb1Se5,1.3611
C6Fe1N6Pb2,3.7027
As2Li3Nd1,0.1347
F3La3O9Si3,5.332999999999998
Pd1S4U2,0.7741
Eu2N8Si5,1.2858
Co1K3O2,2.2163
O1Rb2,1.3072
B4Ho1Mo1,0.3231
Cu1H3O7V2,0.2667
C2Ca1H6N4O4,4.6835
Mo2O9Zn3,3.3185
Cd3O8P2,2.3165
Ba2O6Pb1U1,2.1499
Ga1O4Rb5,1.8613
F6Ge1Li2,5.9779
Ba1F4Mn1,3.3405
Na1Nb3O8,2.4026
B1H8N2Na1,5.1582
Ba1F3H1,5.504
Ba1C4H8N4O4Pt1,2.2124
Ba3Mg1O9Ru2,1.0333
Mg1O6Pb2Te1,2.2442
Be1Ga1La3S7,1.1291
La1O9P3,5.4716
Na4O4Ti1,3.2579
Fe3O6Rb5,2.1254
Ba1Cu3H2O10V2,1.1999
F5Sb1Sr1,4.7676
Au1Na1O2,1.3159
Cl1Fe1O7Te3,2.0779
Br1H5O2,4.3572
C1Gd2N6Si4,2.8628
Ge1Na1O5Sb1,1.9312
B2Be2Ca1F1K1O6,5.2486
Cl2N2O4Pd1Rb2,2.1268
F6Ni1Rh1,1.3412
Cs1H2N1O3S1,5.112
Gd1K1O8W2,3.0503
Br2H12Ni1O14,0.8862
B2O8Si2Sr1,5.4879
As2Cs2Se9Sn1,0.6587
Cl5H3Ir1K2N1,2.6663
Mn1Na1O4V1,2.5507
Bi4O12Si3,3.9172
Br2O6Pb3Te2,2.5136
Br1O4Tl1,3.0192
H7N2O5P1V1,2.5328
Cu1N2O6,1.1463
Cu1Na1Se3Zr1,0.4212
Cl8Li6V1,3.6302
Ga2K6Te6,1.5597
Fe1Ge1O3,0.8486
K1Li1O6P2,5.2919
Br1H4Na1O2,4.2496
Cs1K2Sb1,0.8783
Ba1Ca1Fe4O8,1.5908
Cr1Li2O4,2.9446
As2H4O13V3,1.3615
I4U1,1.6652
Cl2N4S4,2.5553
Ba1Br1H1,3.1962
Ba2F6Ni1,3.8748
Co1H2Mo1O7Se1,2.7561
Hg2Mo2O7,2.2641
N4O8Zr7,2.7844
Cl1F8Nb1,3.3889
B1F1H4N1O4P1,5.7403
Cl6Rb2Te1,2.6925
Li1Mo2O8Y1,3.2283
Ag3Au1Te2,0.578
Al1B1Mg1O4,6.0053
Ca5O14Te3,1.6844
Al2H12O15Se3,4.7702
Pr1Rb1Se2,1.6561
B6H6K2,5.0161
H8Mo1N2S4,1.6739
C1Ca10O27P6,5.1141
Cd1H10N4O8S2,4.3907
Mn1Na2O7P2,3.8745
Al2Cl1H6Li1O6,5.1327
Cu1F1Nb1O3,1.6992
Na2Se2,0.4812
C1F1La1O3,4.6833
Ca1Ga1H1Sn1,0.2725
Cr1Cs1Li1O4,3.1632
Hf5K4O12,3.325
Pb2Se4Si1,1.7197
In2Mn1S4,1.7028
Ba1Mn2O8,0.591
H10O8S1,5.5003
Co2Na7O6Rb1,0.4189
Ni1O6Pt1Sr3,2.7308
Cs1F3Hg1,0.7238
C1F3H2Na1O4S1,5.7503
Ba2Ga1Sb1Se5,1.7458
As1Mn1O4,0.3717
Ca1Fe5O7,0.4078
Ba2F4O3W1,3.7005
Cl6Mn1Rb2,0.6149
Cs6Ni1O8Si2,1.9069
H4K2Zn1,4.1943
C2Cl2Hg3N4,1.7536
H2Li1O4P1,5.5878
Ge1K3S3,2.3646
Re4S4Te4,0.1508
Br6H12Mg1O6Zn2,3.9054
O2Rb2Zn1,1.7442
H12Mg1O10P1Rb1,4.8003
Al3Bi5Cl12,1.8173
Ge4N6Sr11,0.1755
Cu2Mg1O3,0.1395
F2Gd2Mg1Na2O12Si4,4.9034
I6Pt2,0.3508
K2O4Si1Zn1,3.8824
Ce1O8Zr3,2.4279
Cl2O3Se1Zn2,4.0511
H7Mg3Tc1,2.9768
O2Rb1Sc1,3.5536
Br9Ta1Te1,2.2837
Ag1B1F4,4.8378
Cs1Cu3S2,2.0853
Br4S1W1,1.45
Ag3I1N2O6,0.1759
K1O2Pr1,2.8507
Cl6In1Na3,3.8789
As3Ca2,0.1546
C1Ge1H3N1O1,4.9944
Ag2La2O10Ti3,2.3432
B1H5Li1N1,4.128
Ca5Cl1O12P3,5.3039
C1K1Li1O3,4.5879
Cd1H4Mg1N4O10,2.5708
Na6Se7Si2,2.1746
Dy3Fe1Ga1S7,1.8142
As1Rb1,0.5881
Al1Ca1H1Si1,0.3677
Ho2S4Zn1,2.4036
In2O5Ti1,1.9759
Li2Ni1O8W2,3.0546
C2F6O3,4.3607
Co1Cu2S4Sn1,0.6466
C1O3Rb2,3.4407
Cu5Na8O10,0.3723
N8Si6Sr1,3.207
Cu1Se7Si1Y3,1.5866
H5K3O14P4,5.3012
Ag1As1S1,0.1697
Cl3Nd1O12,2.3121
F7I1Xe1,3.0673
Hg2O4W1,1.9385
Li1Mo1O4Rb1,0.8309
Cd1K2Se4Sn1,1.5659999999999998
Al1Ca3N3,2.4537
C4H7K1O10,3.3033
B3Cs1H8,5.9689
Bi2Fe2Ga2O9,2.3862
Cl1N1Ti1,1.2177
Dy2O13Te5,2.9919
Na2O8S2,3.5316
Ba1O13Ti6,2.9205
Ba1Fe2S4,0.3508
O1S1U1,0.4711
Na1Nd1Se2,1.7557
Al1Ba1La1O4,4.3891
Cr1Hg5O5S2,1.7359
Na5O5V1,2.2598
C2Cl2F1H13O8,1.1168
Se2Tl1Y1,1.2319
F4Fe1Rb1,2.8086
Na4O4Si1,3.2589
Cu1N2Ta1,0.8972
O7S1Te2,3.2724
Na4O9Si3Sr1,4.1184
K4Pb9,0.2578
K1S4Si1Y1,2.8195
F1Mg2N1,2.112
Bi3F6N1,2.7938
B3O9Rb1Zn4,3.3923
Na2Pd1S2,1.2723
Br3Hg3Sb2Tl1,0.6429
Li7O6Sb1,3.5043
Cl12Mo1Te2,0.7458
C8Ca1H16K2O24Zr1,3.0768
H3La1O12Se3,0.624
Cs2Ge2Se5,1.588
Li1O5P1V1,1.3582
Li10O10Pb1Si2,2.9618
Cl1Nb1O8Pb2Se2,2.6381
Ga0.5N0.5O0.5Zn0.5,0.8537
Fe1Nb2O6,2.1218
As2Cd1,0.2188
Cr2K1O8Tb1,2.7185
Ge1O7P2,3.7857
Ca1F6Ga1Li1,6.5057
Cl4Cr1Li2,2.4659
F1K1O4S1Sn1,3.8439
Eu4I6O1,2.9496
Ce1Cr1O3,1.7738
Ca1Te1,1.5517
Ba1Ge3O9Sn1,2.7001
Cl3Sc1,4.2628
Ba1O2.8V1,0.8744
Cl10Dy6O12Si4,4.7355
Cu5O4Rb3,1.7401
Se6,1.5521
Ca3O7Si2,4.6225
Cl16Re4S4Te4,2.3956
O5Te1Tl1V1,2.318
Li1Ni1O8Rb5Si2,2.9915
Mg2O7V2,2.6844
Cl1H4N1O4,5.2671
I4Nb4Te17,0.9892
I6Pb1Tl4,2.2925
F3Ni1,1.2218
Ba2La1O6Ta1,3.6791
Na2O2Zn1,1.9566
La1Na1O4Ti1,3.1275
H6K2Li1N3,2.0764
O7Sb2Sr2,1.3668
Ni1Sn1Th1,0.1326
Eu1K4P2S8,0.6297
Cr8O21,1.5619999999999998
O7Os1Tb3,1.3030000000000002
Ba1K1P1S4,2.321
F3Sb1,4.4925
Ga2Se3,1.0592
Mn2O7Sc2,1.0503
Ba1Ni4O8,0.6098
Al1F4Na1,6.6561
H54Li4N18P14,2.125
C1H3Li1O3,4.8684
Au1C2K1,2.4192
Cl3Tc1,0.1137
Au1Na3S2,2.3693
Ca1Cs2F4,6.0682
Br5Pr2,0.3852
Be1Cr1La3S7,1.1183
I1Li6P1S5,2.2863
C1H4Ho2O7,5.0027
Bi2I1O4Pr1,1.2759
Cl2S1,2.1038
Co1K1O2,1.0851
Hg1K2O2,2.0773
Bi2Ca4O1,0.8198
Pr1S2,0.2917
Ba1P4Te2,1.1749
As3Cl1O9Pb5,2.0179
Bi1C9Ir3O9,2.5815
Cd1O6Pt3,0.5795
Ga1H4Li1,4.6052
H6O10P2Zr1,4.4105
Cr1F6Na1,1.4593
Ag1K2S4Ta1,2.3393
Ca1H3Na1,3.3059
Ba2Li3N4Ta1,2.3941
La4O4Se3,1.4444
Li6Mn2N6Sr2,0.5549
Ag1F1Se1Sr1,1.3964
Li2O4Te1,2.2707
Mg4Nb2O9,3.7637
Mn1O6V2,1.8753
K1La1Na1Nb1O5,3.4031
O4Pb1Se1,2.6324
Cu1Na2O10Si4,2.3272
Cl3K1Ti1,1.6826
S3Sr1,1.0649
K1O7Sb1Zn4,1.5722
Au2Cs2Se3,1.5135
Dy1Pt1Sb1,0.2269
Br6O1Sr4,4.229
H9K2Re1,5.2155
As2Au1K5,0.3667
H2K1O3P1S1,4.5252
Li1Na1Se1,2.4681
Ag2Ba1Hg2O4,1.7831
Cr5Rb1Se8,0.871
C4N4Pd1Zn1,4.7248
C1Co1O3,3.1395
Ge2Li1N3,2.6957
Ag1F6Pd1,1.3395
C1Cl1Hg1N1S1,2.4443
C2K2Mg1O6,4.0391
Ge1O4Th1,3.7576
Ag8S6Sn1,0.5904
Cs6Ge2Se6,1.5812
Cu3Ho2K1Se5,1.2729
Cl6S8W1,0.6954
B2Be2Ca1F1Na1O6,5.008
Bi2Ge3O9,2.9809
Ag1H4N1S4W1,1.91
Cu1Nd1O8W2,1.5738
Cd2O7V2,2.6192
Ca5F1O12V3,3.8438
Ni1O10Te2V2,1.9008
B6H2Ho4O16,5.255
F2O4Rb1S1Sb1,4.6754
K2P2Pd1S6,1.4409999999999998
Ba1Cu1Er1Se3,1.0964
F5Fe1Rb2,3.4354
F2Mn3O4Si1,2.1603
Br2Ga6Li8O24Si6,4.0245
C10H18N2O10Rh2,2.9343
Br1Hf1N1,1.8906
I2Zr1,0.2706
Bi1K3O3,2.9960000000000004
K1S2Sb1,1.5881
Cl12Mo1Se2,1.0021
C2H9N3O3,3.4404
Cu1Mn1O4V1,1.4132
Gd1Ni1Sb1,0.0879
Ga2S2Te1,2.0595
Ag1F3Rb1,0.6152
Be1C4K2O8,3.3858
C4H4Mo2O15Rb2,2.5911
I4Ta1,0.7512
K2O3Ti1,3.7678
Ca1O24P6Sn4,2.9841
Co1Fe1O5P1,1.6656
Ce1K2O8P2,2.0174
C4Cl17Gd10,0.1387
B4C2H8,4.9183
Co1S5U2,1.116
H1O5Rb5Si1,2.5961
B1Cu2H2Li1O10P2,2.023
C1Li1Na1O3,4.3108
Cr1I2O10Th1,2.7375
C1F3H5O5S1,6.1936
Al1La3S7V1,1.1635
Gd2S3,0.424
Cl2Co1H12O6,4.3737
O8V3Zn1,1.7794
Br3O1Pa1,1.7521
C2F6H12N2Si1,6.79
B6Si1,0.0585
As2Cu1Na4O8,1.8724
Cl1Eu1O3Se1,0.2152
Cu5O10P2,0.9255
La1Lu1O3,4.8726
Ag1Bi1Cr2O8,1.8704
O4Te1V1,2.042
C2N2Se2,2.2601
O18P6Ru2,1.8091
Ag2H6N2O6Pd1S2,2.3103
Ba1Co1Nd2S5,1.1782
Cu1Ge1Se7Y3,1.1728
Er6I10Ni1,0.5337
Co2O4Rb5,1.306
F4Li1Sc1,6.5574
K2O8Rb1Tb1V2,3.3951
Ba1Ca1Ge1,0.1603
Al2C6H22O2Si2,5.0333
Li1Na1Te1,2.2994
O7P2Sn2,3.5491
K2O8S2Zn1,4.0378
Al1Ni1S7Y3,1.6285
Ca2S5Sb2,1.4451
O8Rb2V3,1.8875
F7K1Yb2,0.442
F6K2Mo1Na1,3.2818
Ho1Ni1Sb1,0.08
Ag1S2Sb1,1.3718
In1K1O8W2,4.4663
Eu1Li1P1Se4,1.0638
Cl1In5S5,1.2531
Ga1Li1S2,3.0303
F1La3Mo4O16,3.4861
Be1F4H6N2,7.023
H10N4O4S1,5.129
C1Cl2H9N5,4.6758
C2F4Te2,1.6583
Ir1Sb1Te1,0.6609999999999999
Cl3Cu1Rb2,2.6209
Cl1Li1O4,5.7527
Al1Cl7Se1,0.6498
Cs1O8Sb1V2,2.6618
Ba5Br6O4Si1,4.2574
Cs1F3Yb1,1.7844
Cu1K1Te1,0.8173
Be2F7H4Li2N1,6.9592
Fe1Na1O8S2,1.9751
Ba1Li1Sb1,0.6953
Eu3Ga1O6,0.488
K3O4Pt2,0.0914
Ag2Ge1In2S6,1.3795
Bi2O9Si3,3.612
Cu1F8Fe2H4O2,2.5631
Ba1O14P4Ti2,2.9727
B3O6Pr1,4.2958
Mn1O3Sr1,0.8325
Cu1Er2Ge4O12,2.1857
Ca1H10O8Zn2,3.827
Fe2H2Mo2O14Se2,2.1488
Cs2O3Pr1,1.62
Al1Ca2F7,7.1338
C2H6N4O1,4.6273
Ga1Li1O8W2,3.176
B1C4K1N4,6.2185
C6O6V1,0.5156
Dy3F1O12Se4,3.756
Ba1P3,0.5636
O4Pr1V1,2.7237
K2O4Ru1,1.2694
H4Na2O7Te2,3.6908
O4Pd3Tl1,1.8488
Au1I1,2.2852
C2H6Ni1O6,3.7405
Bi4Ce3Pt3,0.332
Ag1Fe1O6Se2,2.2088
Au1Br4H4Na1O2,0.9273
B6Ba3O12,4.7683
C2Cl4H12N6Pd1,2.4514
F1Fe1O4S1,2.125
F1O12Pb5V3,2.8175
K1Li1Mn1O2,1.1924
Cs2Mn1O4,0.6023
Ag1Ba1La1Se3,1.5307
O9V5,0.6508
Cs1H1O7Si3,4.8355
Ge2O7Tb2,3.6736
Cl18In4Ta6,1.2425
Ca4O6Pt1,2.6710000000000003
Ba3Nb2O8,4.4613
Cd1O6P2,4.0161
S9Sb4Sr3,1.0024
Ba1O5Ti2,2.2098
P4S6,2.3095
C1N2Sr1,3.6077
Br6Nb2Te2,1.8747
Cl6O3Si3,5.5696
In2P2Sr1,0.2356
Ba2Fe4Nd2O11,1.7378
Be2Ca1O8P2,2.4765
Be6Ge6Mn8O24Se2,2.255
Ba1Cu1F7Fe1,2.2412
O5Pb2S1,3.1341
O8P2Rb1W1,2.3156
Hg4S6Si1,0.4344
B4Ba5F2O10,4.5061
Be1Cs2F4,6.7019
As3Rb1Zn4,0.2386
H10Mg1O10Se2,4.7355
Na2O9Te3Zn2,3.2338
H4Na2O8Se2,4.087
F12Hf3O1Rb2,6.2638
Co2O14P4Si1,4.1988
O9Ta2Te2,3.3348
Cu3I3P4S3,1.7217
Mo1O5U1,1.2261
F11Na1Pd1Zr2,3.1189
As4Na8Ti1,1.0531
B4Hg1O7,1.7894
Cs1Cu1Se4,1.1668
Ba1Ge4O9,3.0076
Nb2O8Zn3,3.5821
